,ESTC,RENDA,IDADE,NPARC,VBEM,IDADE X RENDA,IDADEXRENDA,faixa_etaria,ANALISE_IDADE,ANALISE_ESTC
429,1,590,63,10,894,0,22.123701615480357,adulto,,28 horas de estudo
76,1,1536,63,4,552,0,61.83721533131417,adulto,,28 horas de estudo
1435,1,1201,63,2,710,0,47.77376174272609,adulto,,28 horas de estudo
305,1,907,63,6,989,0,35.43150695154729,adulto,,28 horas de estudo
1449,1,350,63,6,417,0,12.048391581865015,adulto,,28 horas de estudo
1116,3,1359,63,6,601,0,54.40667418152285,adulto,,84 horas de estudo
336,1,1500,63,6,504,0,60.32591882627187,adulto,,28 horas de estudo
580,2,524,63,6,335,0,19.35299135623614,adulto,,56 horas de estudo
223,1,1300,63,5,420,0,51.92982713159242,adulto,,28 horas de estudo
281,1,1038,63,12,439,0,40.93094701156233,adulto,,28 horas de estudo
36,1,6000,63,4,552,0,249.23798195655957,adulto,,28 horas de estudo
46,1,500,63,7,451,0,18.345460352874603,adulto,,28 horas de estudo
194,1,600,63,12,583,0,22.54350620021433,adulto,,28 horas de estudo
1095,1,2313,64,9,699,0,94.41405110667044,adulto,,28 horas de estudo
1216,1,606,64,6,596,0,22.75340849258132,adulto,,28 horas de estudo
452,1,700,64,3,348,0,26.69957158908066,adulto,,28 horas de estudo
873,1,621,64,10,499,0,23.383115369682276,adulto,,28 horas de estudo
607,1,8000,64,4,552,0,333.1569184448807,adulto,,28 horas de estudo
1020,2,6158,64,4,552,0,255.82891393688294,adulto,,56 horas de estudo
736,1,3442,64,4,552,0,141.80998872313594,adulto,,28 horas de estudo
1070,1,350,64,9,369,0,12.006411123391617,adulto,,28 horas de estudo
615,2,1200,64,3,343,0,47.689800825779294,adulto,,56 horas de estudo
1462,1,479,65,4,329,0,17.37990980798647,adulto,,28 horas de estudo
790,3,1420,65,2,592,0,56.883521231453294,adulto,,84 horas de estudo
917,1,500,65,4,552,0,18.26149943592781,adulto,,28 horas de estudo
1228,1,481,65,6,366,0,17.463870724933262,adulto,,28 horas de estudo
1370,3,1065,65,12,722,0,41.98045847339726,adulto,,84 horas de estudo
385,1,600,65,6,333,0,22.459545283267538,adulto,,28 horas de estudo
498,1,1700,65,6,669,0,68.63804960400452,adulto,,28 horas de estudo
1072,1,360,66,9,638,0,12.342254791178796,adulto,,28 horas de estudo
199,3,856,66,4,649,0,33.16456219398384,adulto,,84 horas de estudo
1234,2,662,66,6,522,0,25.02035325014477,adulto,,56 horas de estudo
179,1,360,66,9,394,0,12.342254791178796,adulto,,28 horas de estudo
503,1,360,66,9,519,0,12.342254791178796,adulto,,28 horas de estudo
178,1,720,66,6,366,0,27.45521984160181,adulto,,28 horas de estudo
1004,3,1800,66,12,459,0,72.79411499287086,adulto,,84 horas de estudo
1352,1,876,66,6,1144,0,34.00417136345178,adulto,,28 horas de estudo
784,1,500,66,5,541,0,18.219518977454413,adulto,,28 horas de estudo
1371,1,1300,66,10,395,0,51.80388575617222,adulto,,28 horas de estudo
1374,1,500,66,4,552,0,18.219518977454413,adulto,,28 horas de estudo
1293,1,600,66,11,698,0,22.417564824794137,adulto,,28 horas de estudo
977,1,360,66,12,492,0,12.342254791178796,adulto,,28 horas de estudo
641,1,490,67,11,529,0,17.757733934247042,adulto,,28 horas de estudo
1433,1,945,67,4,552,0,36.8588425396428,adulto,,28 horas de estudo
733,2,4005,67,3,518,0,165.31904546823841,adulto,,56 horas de estudo
1474,1,600,67,12,595,0,22.37558436632074,adulto,,28 horas de estudo
1043,3,7260,67,3,399,0,301.9654377991465,adulto,,84 horas de estudo
1045,1,640,67,4,301,0,24.054802705256634,adulto,,28 horas de estudo
339,1,507,68,6,539,0,18.4294212698214,adulto,,28 horas de estudo
943,1,1697,68,4,552,0,68.38616685316414,adulto,,28 horas de estudo
540,1,1500,70,12,470,0,60.03205561695809,adulto,,28 horas de estudo
